seq_length,total_count,total_seqs,e1,e2,e3
313,318340285,7932390,0.4902354612894301,0.23851952936769827,1.0088838104929054
4,2,1,0.0,0.0,0.0
301,366869,22036,0.9445751886625339,0.8470900878412226,1.0541086822298273
304,31382561,784342,0.4188211479136449,0.21473886604121237,0.958257570349163
307,2599794,119209,0.7842118467256547,0.6081042375279967,1.0905559831731924
310,5041601,220093,0.7734932319291268,0.6208159546500469,1.1521362296084718
316,11603435,358287,0.6175353806902041,0.38588051027575027,0.8924440805332664
319,241994,23226,0.7586633903164879,0.5716884523513578,1.1834817497482821
